(0.2660882151712676, 0.38552631578947366, 0.22677631578947371) (0.25179323879079674, 0.3711734693877551, 0.21271258503401352)
(0.29089423943091525, 0.425, 0.24699561403508777) (0.2666731163365941, 0.39540816326530615, 0.22423469387755116)
(0.29668013078912814, 0.43157894736842106, 0.2524122807017544) (0.27851946943296496, 0.4145408163265306, 0.23394982993197277)
(0.29868125712430127, 0.4381578947368421, 0.2526535087719299) (0.2856394911706108, 0.4119897959183674, 0.2440051020408164)
(0.31186964770351544, 0.45789473684210524, 0.2638377192982457) (0.29292326005580066, 0.42091836734693877, 0.2508503401360544)
(0.3105443831236548, 0.44473684210526315, 0.26622807017543865) (0.2921182351415086, 0.42091836734693877, 0.2500212585034014)
(0.30931373297900466, 0.4473684210526316, 0.26348684210526313) (0.2949815364482887, 0.41709183673469385, 0.2548256802721088)
(0.3126341054928954, 0.44342105263157894, 0.2694078947368423) (0.29250610023834267, 0.41709183673469385, 0.2514880952380953)
(0.3193588734754512, 0.4618421052631579, 0.27258771929824566) (0.29674063893820046, 0.41836734693877553, 0.2565901360544219)
(0.3171287977309442, 0.4631578947368421, 0.2689692982456143) (0.2925287829372508, 0.41836734693877553, 0.2509141156462585)
(0.31733153519052126, 0.4631578947368421, 0.2693859649122808) (0.30388604466423724, 0.43494897959183676, 0.26077806122448977)
(0.3108369106411747, 0.44473684210526315, 0.26679824561403515) (0.2923065728854609, 0.4221938775510204, 0.24953231292516995)
(0.31600864798078887, 0.4513157894736842, 0.27140350877193) (0.3038903879979584, 0.4362244897959184, 0.2603316326530611)
(0.32041990191233466, 0.4618421052631579, 0.273859649122807) (0.300862000980446, 0.4272959183673469, 0.25905612244897963)
(0.3222683471065986, 0.46578947368421053, 0.2749780701754386) (0.29755981542028276, 0.4247448979591837, 0.2556335034013606)
